Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South)
25/02/2015,16,40,785,947,2310,2610,3456,2572,2266,0,1448,366,222,68,294,2237,3390,843,494,821,3405,2913,561,1019,948,993,0,184,1995,712,377,299,248,274,592,189,5186,663
25/02/2015,17,31,1277,1618,4051,2830,3689,2965,2203,0,2326,585,354,97,525,3059,5118,1557,936,1285,3711,3900,720,1128,1356,1053,0,307,2573,737,438,410,382,399,863,168,5637,554
25/02/2015,18,43,792,823,1782,2491,3303,2238,1569,0,1016,314,402,104,342,2377,3377,987,1155,1527,3072,2162,464,1179,832,1265,0,427,1753,866,561,238,296,289,521,408,4526,470
25/02/2015,19,36,454,304,746,2292,3166,1328,797,0,321,142,383,74,204,1750,2078,584,507,1657,2324,1131,221,1156,513,1176,0,459,1735,822,652,147,186,254,329,377,3399,348
25/02/2015,20,25,340,194,352,2050,2099,699,479,0,144,94,318,81,139,1392,1678,412,327,1679,1868,790,222,908,404,1042,0,499,631,769,612,76,137,149,228,427,2811,294
25/02/2015,21,11,182,114,269,1601,1345,511,371,0,128,77,325,85,104,1240,1504,341,148,1096,1647,601,178,852,309,682,0,350,907,509,826,90,157,117,164,382,2199,209
25/02/2015,22,4,170,99,184,1101,1030,374,239,0,68,91,253,51,45,1242,1185,292,68,763,1248,425,139,676,257,511,0,262,792,375,577,46,91,90,111,212,1877,212
25/02/2015,23,6,123,69,126,759,1216,234,156,0,35,22,102,17,28,475,857,208,62,313,764,288,74,573,150,239,0,89,255,394,268,23,62,71,60,65,1778,106
26/02/2015,0,0,66,16,43,360,326,136,115,0,14,7,30,0,9,227,290,81,49,204,352,105,17,439,60,167,0,36,107,185,175,25,39,32,63,33,986,54
26/02/2015,1,0,27,4,14,154,95,82,46,0,5,2,11,0,1,80,88,16,8,116,92,25,12,167,14,115,0,27,36,116,39,6,22,7,16,18,279,12
26/02/2015,2,1,25,7,28,73,51,43,33,0,8,5,12,3,2,43,56,27,6,55,58,26,13,123,14,42,0,8,30,60,29,8,14,12,42,16,154,12
26/02/2015,3,1,9,2,14,39,57,14,7,0,5,2,6,0,4,20,28,16,16,20,31,21,10,80,5,8,0,8,33,46,6,5,4,5,11,5,95,3
26/02/2015,4,0,16,7,9,32,31,14,10,0,5,5,1,0,5,35,57,43,3,25,37,19,1,53,16,5,0,4,59,34,11,5,3,7,5,7,116,13
26/02/2015,5,0,50,29,99,72,69,30,25,0,47,21,15,1,32,101,215,78,34,64,124,167,32,22,79,17,0,15,136,16,10,20,22,37,19,5,232,26
26/02/2015,6,0,242,195,660,158,153,77,91,0,387,108,86,18,135,308,876,262,200,152,519,749,145,104,247,22,16,49,357,53,32,82,76,88,74,10,627,58
26/02/2015,7,3,855,827,2219,429,548,304,220,0,1371,289,206,39,249,1022,2164,568,501,362,1260,1963,504,142,557,77,66,83,910,149,107,250,135,273,235,53,1650,240
26/02/2015,8,20,1980,1877,5098,930,1137,793,593,0,2945,513,279,68,404,1750,4314,1290,725,635,2644,3760,959,289,795,271,133,169,1634,454,161,470,288,554,764,152,3287,775
26/02/2015,9,7,1292,862,2524,892,1294,861,759,0,1322,340,171,32,183,1225,2447,529,394,705,1833,2127,691,301,447,227,140,138,1181,357,163,322,165,445,501,139,2591,577
26/02/2015,10,10,834,449,1090,1346,1832,1316,1170,0,523,206,149,40,137,944,1346,311,267,917,1704,1453,414,380,408,407,39,206,795,389,241,140,168,313,504,135,2592,600
26/02/2015,11,12,690,444,918,1619,2144,1723,1610,0,447,223,234,76,182,1190,1609,434,386,1157,1982,1379,454,604,542,535,0,207,1009,557,240,170,190,277,518,210,2837,528
26/02/2015,12,62,1663,681,1258,2570,3268,2864,2878,0,977,424,369,100,539,1684,2269,530,710,1901,2799,2186,720,1256,731,1048,0,328,1411,1102,425,293,324,819,902,387,3713,991
26/02/2015,13,39,1662,659,1376,2810,3808,3189,3466,0,921,419,451,154,482,1702,2525,594,894,1908,3166,2151,655,1398,825,1065,0,344,1341,1203,451,338,375,861,940,402,4339,1004
26/02/2015,14,44,896,512,1160,2405,3322,2556,2814,0,611,266,268,77,248,1704,2205,519,758,1348,2853,1701,496,905,824,997,0,232,1430,816,398,206,286,419,579,300,4087,600
26/02/2015,15,46,849,644,1350,2519,3288,2759,2754,0,709,215,258,70,190,1954,2299,555,506,921,2888,1857,587,783,688,976,0,216,1658,707,368,236,297,244,617,254,4554,596
26/02/2015,16,46,806,954,2433,2762,3331,2733,2536,0,1529,439,245,70,300,1988,3064,765,587,825,3244,2730,582,888,749,977,0,140,1678,786,341,333,292,347,564,266,4771,587
26/02/2015,17,57,1427,1653,3828,2815,3600,3048,2601,0,2324,616,373,105,528,3052,5145,1561,1127,708,3732,3952,807,1138,1456,1124,0,250,2439,880,422,422,423,421,799,238,5481,563
26/02/2015,18,44,950,902,1723,2665,2884,2464,1837,0,987,378,417,124,332,2538,3226,1034,1025,550,3023,2224,456,1131,913,1174,0,205,1989,912,545,287,349,313,513,336,4673,506
26/02/2015,19,36,472,331,669,2090,2054,1718,1305,0,334,169,424,110,269,1914,2097,588,1313,549,2276,1183,250,1065,551,1129,0,161,1914,794,672,219,368,208,318,444,3502,372
26/02/2015,20,27,319,153,439,2106,1778,1237,790,0,137,96,360,64,164,1350,1717,431,512,421,1857,775,178,941,409,1066,0,135,694,730,764,87,127,154,186,405,2729,280
26/02/2015,21,33,238,104,264,1907,1374,541,454,0,151,88,240,54,121,1308,1460,349,317,383,1514,620,165,835,262,857,0,131,933,685,717,76,122,151,181,319,2422,231
26/02/2015,22,9,235,133,221,1403,1022,428,256,0,54,46,182,33,88,1157,1254,306,692,250,1216,480,128,882,243,665,0,79,740,577,475,82,118,106,125,175,2361,239
26/02/2015,23,3,165,54,138,981,808,255,255,0,66,38,104,23,55,675,967,244,1302,203,959,374,86,596,150,452,0,43,327,454,286,145,359,92,83,96,1931,128
27/02/2015,0,3,69,39,63,493,385,164,131,0,13,17,24,12,19,237,294,105,50,134,473,133,44,325,70,200,0,46,111,320,122,27,44,51,45,52,830,52
27/02/2015,1,2,80,15,37,205,213,61,98,0,6,2,15,7,11,102,110,40,19,98,146,38,21,272,22,108,0,20,55,239,74,6,14,6,22,22,368,22
27/02/2015,2,0,22,14,27,178,109,41,31,0,4,2,8,6,0,63,58,25,37,75,59,44,19,252,9,83,0,20,31,117,36,4,9,10,5,20,239,21
27/02/2015,3,1,4,3,8,128,106,28,29,0,4,1,3,0,0,50,45,20,44,52,70,22,9,166,13,47,0,3,55,100,7,1,4,11,17,3,217,8
27/02/2015,4,0,23,7,6,53,58,30,120,0,13,11,13,2,1,47,88,50,51,29,45,30,4,93,14,8,0,2,43,81,24,8,7,4,1,2,204,11
27/02/2015,5,0,41,33,98,69,69,39,66,0,59,20,18,3,24,111,218,92,40,79,140,143,36,53,58,7,8,8,124,96,7,17,27,16,8,10,288,15
27/02/2015,6,5,197,193,670,192,191,86,87,0,411,101,93,13,127,317,895,274,190,156,524,753,144,87,251,23,12,45,409,103,32,86,87,85,83,4,766,57
27/02/2015,7,14,781,752,2063,380,484,304,294,0,1291,281,199,52,192,966,2072,592,557,286,1279,1834,396,180,555,76,45,85,938,139,106,213,144,221,208,70,1699,266
27/02/2015,8,108,1896,1669,5022,939,1063,709,524,0,2755,450,337,109,0,1818,4400,1254,714,627,2647,3814,1016,304,839,210,128,202,1887,347,172,440,277,496,740,129,3306,680
27/02/2015,9,14,1200,862,2586,1050,1411,967,935,0,1357,371,261,32,0,1086,2420,682,319,814,1957,2092,582,330,469,248,178,172,1034,347,212,332,210,433,535,163,2832,649
27/02/2015,10,15,765,539,1124,1384,1933,1431,1351,0,500,235,235,71,0,1137,1619,406,332,956,1835,1613,454,376,541,412,126,205,808,378,248,175,170,307,521,146,2903,538
27/02/2015,11,14,771,434,930,1551,2327,2105,2000,0,426,300,225,75,0,1397,1827,583,391,1154,2155,1630,439,693,590,673,0,228,988,546,262,223,241,331,588,269,3348,576
27/02/2015,12,41,1842,673,1215,2804,3593,3235,3182,0,1038,576,398,125,0,1765,2903,848,500,1980,2961,2173,783,1461,855,1256,0,391,1336,1177,462,438,367,847,836,422,4137,1144
27/02/2015,13,59,1756,649,1470,2991,3804,3568,3618,0,1044,510,452,132,0,2266,2918,743,650,1958,3187,2123,613,1432,882,1299,0,388,1375,1238,598,383,403,880,989,474,4760,989
27/02/2015,14,48,900,544,1116,2575,3364,3007,2872,0,598,321,335,94,0,1781,2478,659,445,1351,2844,1730,473,883,797,1120,0,218,1305,770,504,256,268,460,668,320,4361,679
27/02/2015,15,57,787,495,1385,2532,3405,2986,2771,0,831,253,309,65,0,1946,2680,728,460,1133,3012,2000,514,840,898,983,0,277,1493,739,462,200,276,306,508,322,4663,601
27/02/2015,16,31,861,1005,2216,2630,3633,2811,2990,0,1495,324,325,87,0,2259,3529,964,606,1019,3456,2775,570,904,1073,986,0,234,1536,877,440,323,320,371,669,299,5134,647
27/02/2015,17,55,1276,1474,3318,3126,3900,3609,3152,0,1912,434,418,103,0,3055,5173,1538,852,704,3920,3371,760,1055,1507,1124,0,185,1984,1016,449,447,390,471,794,327,5767,707
27/02/2015,18,66,960,741,1454,2982,3437,2982,2363,0,769,345,515,132,0,2683,3676,1054,980,671,3345,2050,378,1329,1096,1422,0,205,1775,1036,625,244,310,391,526,394,5207,566
27/02/2015,19,30,615,329,565,2663,2773,2278,1751,0,367,267,559,143,0,2314,2518,758,1143,489,2602,1183,289,1298,906,1563,0,163,1930,1025,854,164,281,266,424,526,4496,419
27/02/2015,20,39,472,207,356,2575,2455,1598,1231,0,181,198,616,147,0,1844,2132,548,504,446,2211,843,200,1205,817,1370,0,156,661,1190,1007,80,205,214,279,677,3665,312
27/02/2015,21,32,327,159,247,2654,2360,935,679,0,140,177,530,151,0,1810,1978,529,308,418,1982,693,168,1078,670,1256,0,113,1116,1065,1134,69,169,144,247,609,3325,314
27/02/2015,22,23,246,178,219,2076,1830,520,440,0,109,142,305,76,0,1858,1867,526,450,306,1528,548,168,1162,491,1072,0,101,1065,875,949,53,122,136,299,525,3270,341
27/02/2015,23,8,265,137,160,1703,1381,390,345,0,70,81,155,56,0,1325,1584,466,1710,311,1396,447,167,857,422,653,0,53,492,847,795,81,295,77,316,317,3134,188
28/02/2015,0,6,109,53,82,1043,1502,231,242,0,40,17,82,30,0,652,1023,252,146,271,852,287,103,754,204,460,0,51,170,597,392,33,80,62,383,111,2428,134
28/02/2015,1,1,53,20,35,496,480,144,155,0,8,34,44,12,0,296,362,138,61,235,408,94,34,483,84,315,0,34,84,396,180,16,23,26,254,34,1148,52
28/02/2015,2,0,33,20,33,333,334,104,68,0,11,8,17,0,0,144,215,70,50,135,200,48,27,299,48,111,0,21,75,280,65,4,15,18,243,12,704,26
28/02/2015,3,1,21,9,27,228,190,58,67,0,6,13,12,1,0,137,79,43,32,68,144,31,34,257,35,68,0,10,62,183,20,3,14,18,221,4,416,23
28/02/2015,4,0,19,8,17,79,130,23,34,0,9,3,3,0,0,82,96,56,28,105,91,30,27,141,22,28,0,5,61,100,27,5,7,15,45,13,361,15
28/02/2015,5,1,36,10,13,85,85,20,36,0,14,10,11,0,0,62,144,59,11,113,104,60,26,124,23,51,0,10,54,59,6,5,18,8,25,3,389,11
28/02/2015,6,1,63,22,17,109,122,43,35,0,65,11,25,5,0,103,265,115,72,176,187,204,34,100,96,82,0,51,78,49,20,25,23,10,27,7,478,33
28/02/2015,7,1,95,38,55,291,192,118,102,0,90,35,77,11,0,168,477,162,177,293,337,481,110,83,321,55,0,78,126,128,35,53,57,45,32,20,588,53
28/02/2015,8,2,189,93,75,445,452,282,263,0,109,60,100,20,0,397,650,204,223,458,807,745,142,130,382,134,0,164,244,133,74,86,63,92,74,78,1087,88
28/02/2015,9,3,224,95,137,688,871,686,671,0,106,80,194,52,0,590,885,280,262,832,1046,730,214,206,536,158,0,247,471,214,127,102,160,166,153,120,1633,123
28/02/2015,10,14,337,112,196,1009,1614,1350,1433,0,143,91,303,46,0,923,1111,378,348,1259,1471,901,245,348,707,459,0,370,634,416,239,425,746,166,213,180,2329,164
28/02/2015,11,20,306,184,154,1498,2525,2045,2175,0,122,119,351,109,0,1433,1565,493,431,1604,1837,995,211,471,724,687,0,354,889,537,280,297,458,175,203,274,3371,189
28/02/2015,12,32,361,199,181,2283,3057,2505,2763,0,133,125,379,127,0,2021,1888,513,673,1876,2198,997,244,688,1342,997,0,422,1346,730,340,106,257,175,257,293,3884,223
28/02/2015,13,62,387,209,190,2661,3321,2893,3079,0,170,123,434,111,0,2523,1848,458,754,1854,2448,969,189,815,1290,1203,0,384,2102,888,359,106,231,173,236,344,4478,326
28/02/2015,14,51,347,206,217,2763,3467,3184,3192,0,239,125,563,144,0,2158,2124,603,794,1659,2623,1082,238,1022,1419,1333,0,392,1324,804,487,96,222,161,235,292,4253,302
28/02/2015,15,67,383,184,142,2847,3391,3258,3277,0,196,194,716,178,0,2412,2224,567,654,1271,2673,1137,259,1040,1492,1198,0,330,1553,796,557,98,195,183,240,365,4252,243
28/02/2015,16,64,429,151,141,2592,3442,2926,3123,0,248,265,704,184,0,2762,2329,593,675,816,2654,1220,259,1047,1325,1210,0,183,2280,829,466,119,184,232,207,326,4289,215
28/02/2015,17,54,465,162,131,2624,3011,2684,2354,0,470,421,1150,326,0,2826,2569,692,533,631,2729,1378,377,964,1401,1274,0,148,1862,795,517,119,237,192,228,289,4341,260
28/02/2015,18,37,489,160,136,2603,2454,2110,1635,0,623,527,1828,378,0,2443,2128,578,560,520,2184,1608,296,1094,1219,1474,0,200,2296,916,701,108,166,260,207,315,3747,315
28/02/2015,19,38,389,164,110,2724,2018,1535,795,0,361,302,1737,335,0,2124,1846,479,627,444,1986,1254,220,1135,820,1491,0,117,1550,960,1119,87,144,357,225,635,3279,295
28/02/2015,20,34,424,115,97,2098,1494,746,508,0,120,158,451,120,0,2129,1978,378,259,375,1604,573,151,977,522,1097,0,116,1348,789,1201,63,133,226,208,613,2950,257
28/02/2015,21,27,191,66,63,1443,1040,406,339,0,40,46,42,13,0,782,1063,236,189,190,983,432,130,672,159,671,0,60,657,671,699,57,57,130,98,429,2200,239
28/02/2015,22,15,154,50,54,1020,1012,291,259,0,45,119,40,1,0,920,1086,228,58,139,829,625,99,626,124,523,0,71,838,675,536,38,55,65,131,311,2111,200
28/02/2015,23,6,203,83,290,1230,1242,592,478,0,995,1274,622,79,0,650,989,250,90,214,908,2184,486,744,513,453,0,74,371,664,380,41,80,85,360,159,2295,157
